Timestamp;1. Do you have a social media account? (e.g., Facebook, Twitter, etc.);2. Which social media account do you use usually?;3. Which device do you usually use to connect social media?;4. Which type of internet connection do you use?;5. How long have you been using a social media account?;6. How frequently do you post (upload status or add photos/videos) on social media? ;7. How much time do you spend daily in social media?;8. When do you usually use social media?;9. How many friends do you have on social media?;10. How many friends do you know personally in social media? ;11. How many groups you are tagged in social media?;12. What is your main purpose for using social media (e.g. Facebook)?;13. What contents do you mainly look for in your social media news feed?;14.Do you believe social media is a good thing?;15. When you see something in social media, do you instantly believe it?;16. Have you ever experienced peer pressure due to social media?;17. Does your emotion get influenced by other's posts (success, failure, loss)? ;18. Have you ever compared yourself with other’s success or luxurious life?;19. Do you think, your mental wellbeing would be better if you do not use social media?;20. If answer is yes, are you trying to control that thing and trying to reduce the use of social media?;21. Please write your age in years (number).;22. Gender;23. Marital Status;24. Religion;25. Education;26. Profession;27. Monthly income;28. Area of residence;29. Living with-;30. Body weight (Kg);31. Height (m);32. Smoking habit
3/5/2021 18:07:27;Yes;Facebook;Laptop;Broadband (Wi-Fi);2-5 years;More than 5 per day;More than 5 hours;Afternoon;Less than 500;Many of them;5-10;For time pass;Updates of current affairs/news;Yes;Yes;No;Always;All the times;Yes;Trying to reduce the use;28;Male;Married;Muslim;Graduate Level;Govt. job;40,000-70,000 Tk;Rural Area;Without family;79;1.68;Smoker
2/19/2021 21:23:39;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;More than 5 per day;More than 5 hours;Frequently at anytime;Less than 500;Most of them;10-20;To stay connected with people;To stay connected with people;Yes;No;No;Sometimes;Never;No;Not trying;25;Female;Unmarried;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;70;1.57;Non-smoker
2/20/2021 1:06:45;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Most of them;5-10;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;No;Sometimes;Most of the times;No;Not trying;21;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;Without family;70;1.57;Non-smoker
2/21/2021 10:10:18;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;1-2 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;10-20;For time pass;Updates of people;No;No;No;Not at all;Never;Yes;Trying to stop the use;25;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;70;1.57;Non-smoker
3/5/2021 18:18:49;Yes;Facebook;Desktop;Broadband (Wi-Fi);2-5 years;3-5 per day;1-3 hours;Afternoon;500-2000;Many of them;5-10;To stay connected with people;Updates of current affairs/news;Yes;Yes;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;30;Male;Unmarried;Muslim;Masters or above;Govt. job;40,000-70,000 Tk;Rural Area;With family;77;1.65;Smoker
3/5/2021 13:51:38;Yes;Facebook;Tablet;Broadband (Wi-Fi);2-5 years;1-2 per day;3-5 hours;Afternoon;Less than 500;All of them;10-20;To make new friends;To stay connected with people;Yes;Yes;Yes;Sometimes;Never;No;Not trying;17;Male;Unmarried;Muslim;Secondary Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Rural Area;Without family;77;1.65;Smoker
2/21/2021 14:30:32;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;More than 5 per day;1-3 hours;Frequently at anytime;500-2000;All of them;More than 20;To stay connected with people;Updates of people;Yes;No;Yes;Sometimes;Never;No;Not trying;17;Male;Unmarried;Hindu;Graduate Level;Private job;10,000-40,000 Tk;Urban Area;With family;82;1.70;Smoker
3/1/2021 17:56:36;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;1-2 per day;1-3 hours;Frequently at anytime;2000-4000;Most of them;More than 20;To stay connected with people;Updates of people;Yes;No;No;Sometimes;Most of the times;Yes;Trying to reduce the use;24;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;Without family;68;1.55;Smoker
2/20/2021 0:28:32;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;3-5 hours;Frequently at anytime;500-2000;Many of them;5-10;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;No;Sometimes;Most of the times;No;Not trying;23;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;68;1.55;Smoker
2/20/2021 21:42:56;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);More than 10 years;More than 5 per day;3-5 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Never;No;Trying to reduce the use;26;Female;Married;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;68;1.55;Non-smoker
2/20/2021 2:54:01;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;1-2 per day;1-3 hours;Night to late night;Less than 500;All of them;5-10;To stay connected with people;Updates of people;Yes;No;Yes;Sometimes;Never;No;Not trying;30;Female;Married;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;68;1.55;Non-smoker
2/20/2021 0:06:49;Yes;Facebook;Mobile Phone;Mobile data;More than 10 years;Less than 1 per day;1-3 hours;Night to late night;500-2000;Many of them;More than 20;To stay connected with people;Updates of current affairs/news;Yes;No;Yes;Sometimes;Never;Yes;Trying to reduce the use;28;Male;Married;Muslim;Masters or above;Private job;40,000-70,000 Tk;Urban Area;With family;75;1.63;Non-smoker
2/28/2021 21:47:37;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;3-5 per day;More than 5 hours;Frequently at anytime;2000-4000;Many of them;10-20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;25;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;75;1.63;Non-smoker
2/22/2021 18:08:48;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;1-3 hours;Afternoon;Less than 500;Many of them;Less than 5;To stay connected with people;Updates of current affairs/news;No;Yes;No;Sometimes;Most of the times;Yes;Not trying;38;Female;Married;Muslim;Secondary Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Rural Area;With family;75;1.63;Non-smoker
2/19/2021 22:19:21;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Many of them;Less than 5;To stay connected with people;Updates of current affairs/news;Yes;No;Yes;Sometimes;Never;No;Trying to reduce the use;62;Male;Married;Muslim;Masters or above;Private job;Above 70,000 Tk;Urban Area;With family;75;1.63;Non-smoker
3/5/2021 14:22:15;Yes;Facebook;Tablet;Broadband (Wi-Fi);5-10 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Few of them;Less than 5;To make new friends;Updates of current affairs/news;Yes;Yes;Yes;Not at all;Most of the times;Yes;Trying to stop the use;20;Male;Unmarried;Muslim;Primary level;Daily labor/driver/housemaid;10,000-40,000 Tk;Rural Area;With family;66;1.52;Smoker
2/22/2021 12:43:31;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;More than 20;For time pass;Updates of people;Yes;No;No;Sometimes;Most of the times;Yes;Not trying;26;Female;Married;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;66;1.52;Non-smoker
2/20/2021 18:47:50;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Most of them;Less than 5;To stay connected with people;Updates of current affairs/news;Yes;No;No;Sometimes;Never;Yes;Trying to reduce the use;24;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;10,000-40,000 Tk;Urban Area;With family;66;1.52;Non-smoker
2/14/2021 18:48:32;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;All of them;Less than 5;To stay connected with people;Motivational/ informative contents;Yes;No;No;Sometimes;Never;No;Trying to reduce the use;25;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;80;1.68;Non-smoker
2/27/2021 19:45:55;Yes;WhatsApp;Mobile Phone;Mobile data;2-5 years;Less than 1 per day;3-5 hours;Frequently at anytime;Less than 500;All of them;5-10;To stay connected with people;Motivational/ informative contents;Yes;Yes;Yes;Always;Never;No;Not trying;21;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;69;1.55;Smoker
2/20/2021 0:25:10;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;3-5 hours;Frequently at anytime;Less than 500;Many of them;Less than 5;To stay connected with people;Updates of current affairs/news;No;No;No;Always;Most of the times;Yes;Not trying;21;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;Without family;69;1.55;Non-smoker
2/20/2021 21:38:21;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;More than 5 per day;More than 5 hours;Night to late night;Less than 500;All of them;Less than 5;To stay connected with people;Motivational/ informative contents;No;No;Yes;Always;All the times;Yes;Not trying;27;Male;Unmarried;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;76;1.63;Non-smoker
2/25/2021 23:39:56;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;Less than 1 hour;Evening;Less than 500;All of them;Less than 5;To stay connected with people;Updates of current affairs/news;Yes;Yes;No;Sometimes;Most of the times;Yes;Not trying;21;Male;Unmarried;Muslim;Secondary Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Rural Area;With family;67;1.52;Non-smoker
2/19/2021 16:42:47;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;1-3 hours;Frequently at anytime;500-2000;Few of them;Less than 5;To make new friends;Get pleasure from funny posts/ memes;No;Yes;No;Sometimes;Most of the times;Yes;Trying to reduce the use;31;Female;Married;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;67;1.52;Non-smoker
2/22/2021 19:05:25;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Few of them;Less than 5;To stay connected with people;Updates of current affairs/news;No;Yes;No;Sometimes;Most of the times;Yes;Not trying;43;Female;Married;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;67;1.52;Non-smoker
2/16/2021 20:46:22;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Few of them;More than 20;For time pass;Get pleasure from funny posts/ memes;No;No;Yes;Sometimes;All the times;Yes;Trying to reduce the use;26;Female;Married;Muslim;Masters or above;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Urban Area;With family;74;1.60;Smoker
2/21/2021 1:25:46;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Many of them;10-20;To stay connected with people;Motivational/ informative contents;No;No;Yes;Sometimes;Most of the times;Yes;Trying to stop the use;26;Female;Married;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;74;1.60;Non-smoker
2/18/2021 8:06:14;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;500-2000;Few of them;More than 20;For time pass;Get pleasure from funny posts/ memes;No;No;No;Not at all;Never;Yes;Trying to reduce the use;29;Female;Married;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;72;1.57;Smoker
3/1/2021 7:06:51;Yes;Facebook;Tablet;Broadband (Wi-Fi);2-5 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Few of them;5-10;For time pass;To stay connected with people;Yes;No;No;Not at all;All the times;Yes;Not trying;38;Female;Married;Muslim;Secondary Level;Housewife ;No income;Urban Area;With family;45;1.24;Non-smoker
3/5/2021 17:53:31;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;Less than 1 hour;Evening;Less than 500;Many of them;Less than 5;For time pass;To stay connected with people;Yes;Yes;Yes;Sometimes;Most of the times;Yes;Trying to stop the use;21;Male;Unmarried;Hindu;Primary level;Daily labor/driver/housemaid;10,000-40,000 Tk;Rural Area;Without family;77;1.63;Smoker
3/6/2021 13:26:04;Yes;Snapchat;Mobile Phone;Mobile data;2-5 years;3-5 per day;1-3 hours;Afternoon;500-2000;Few of them;Less than 5;To make new friends;To stay connected with people;Yes;Yes;Yes;Sometimes;Most of the times;Yes;Trying to stop the use;18;Female;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;77;1.63;Non-smoker
3/7/2021 21:25:41;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;Less than 1 per day;Less than 1 hour;Morning;Less than 500;All of them;Less than 5;For time pass;Get pleasure from funny posts/ memes;Yes;Yes;No;Always;All the times;No;Not trying;18;Male;Unmarried;Muslim;Primary level;Unemployed including students;No income;Rural Area;With family;77;1.63;Smoker
2/20/2021 21:35:33;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);Less than 2-year;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Many of them;5-10;To stay connected with people;Updates of people;No;Yes;No;Sometimes;Most of the times;Yes;Not trying;25;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;77;1.63;Non-smoker
3/6/2021 13:42:48;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;1-2 per day;1-3 hours;Afternoon;500-2000;Few of them;Less than 5;For time pass;Updates of current affairs/news;No;No;No;Sometimes;Most of the times;Yes;Trying to reduce the use;19;Male;Married;Muslim;Primary level;Private job;10,000-40,000 Tk;Rural Area;With family;77;1.63;Non-smoker
2/22/2021 16:56:08;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;More than 5 per day;1-3 hours;Frequently at anytime;Less than 500;Most of them;5-10;Running business;To stay connected with people;Yes;No;No;Not at all;Never;Yes;Trying to reduce the use;26;Female;Married;Muslim;Graduate Level;Private job;10,000-40,000 Tk;Urban Area;With family;70;1.55;Non-smoker
2/20/2021 19:14:14;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;1-2 per day;1-3 hours;Frequently at anytime;Less than 500;Most of them;More than 20;To stay connected with people;To stay connected with people;No;Yes;No;Always;All the times;Yes;Trying to stop the use;35;Female;Married;Muslim;Secondary Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Urban Area;With family;70;1.55;Non-smoker
2/28/2021 0:07:16;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);Less than 2-year;3-5 per day;1-3 hours;Frequently at anytime;Less than 500;Many of them;Less than 5;Running business;Motivational/ informative contents;Yes;No;Yes;Sometimes;Never;Yes;Trying to reduce the use;23;Male;Unmarried;Muslim;Graduate Level;Business+student;No income;Urban Area;With family;70;1.55;Non-smoker
2/16/2021 21:20:40;Yes;Facebook;Mobile Phone;Mobile data;More than 10 years;1-2 per day;1-3 hours;Frequently at anytime;500-2000;Most of them;10-20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Most of the times;No;Not trying;29;Female;Married;Muslim;Masters or above;Private job;40,000-70,000 Tk;Urban Area;With family;70;1.55;Non-smoker
2/16/2021 13:33:54;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;3-5 per day;More than 5 hours;Frequently at anytime;500-2000;Many of them;More than 20;To stay connected with people;To stay connected with people;No;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;28;Male;Married;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;82;1.68;Smoker
2/22/2021 17:50:40;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;Less than 1 hour;Night to late night;Less than 500;Many of them;Less than 5;To make new friends;To stay connected with people;No;Yes;No;Sometimes;Most of the times;Yes;Not trying;27;Female;Married;Muslim;Graduate Level;Unemployed including students;No income;Rural Area;With family;68;1.52;Non-smoker
2/21/2021 12:35:35;Yes;Facebook;Desktop;Broadband (Wi-Fi);2-5 years;Less than 1 per day;Less than 1 hour;Night to late night;Less than 500;Few of them;Less than 5;For time pass;Motivational/ informative contents;Yes;No;No;Not at all;Never;Yes;Trying to stop the use;40;Female;Divorced;Muslim;Masters or above;Daily labor/driver/housemaid;10,000-40,000 Tk;Rural Area;With family;75;1.60;Non-smoker
2/16/2021 21:07:34;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Many of them;More than 20;To stay connected with people;To stay connected with people;No;No;No;Sometimes;Most of the times;Yes;Trying to reduce the use;28;Female;Unmarried;Muslim;Graduate Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Urban Area;With family;75;1.60;Non-smoker
2/16/2021 21:00:39;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;More than 5 per day;More than 5 hours;Frequently at anytime;500-2000;Many of them;More than 20;To stay connected with people;Updates of current affairs/news;Yes;No;Yes;Not at all;Never;Yes;Trying to reduce the use;25;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;75;1.60;Non-smoker
2/28/2021 0:03:48;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;3-5 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;More than 20;For time pass;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Never;Yes;Trying to reduce the use;23;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;98;1.83;Non-smoker
2/20/2021 9:12:52;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;3-5 hours;Frequently at anytime;500-2000;Many of them;Less than 5;For time pass;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;All the times;No;Not trying;21;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;10,000-40,000 Tk;Urban Area;With family;85;1.70;Non-smoker
2/26/2021 0:00:31;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;More than 5 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;10-20;To make new friends;Get pleasure from funny posts/ memes;No;Yes;Yes;Always;All the times;Yes;Not trying;29;Male;Married;Muslim;Graduate Level;Private job;10,000-40,000 Tk;Rural Area;With family;85;1.70;Smoker
2/20/2021 18:45:45;Yes;Facebook;Mobile Phone;Mobile data;More than 10 years;1-2 per day;1-3 hours;Frequently at anytime;2000-4000;Many of them;Less than 5;To stay connected with people;Updates of people;No;No;Yes;Always;Most of the times;Yes;Not trying;42;Male;Married;Muslim;Masters or above;Govt. job;40,000-70,000 Tk;Urban Area;With family;85;1.70;Smoker
3/2/2021 19:21:43;Yes;Facebook;Laptop;Broadband (Wi-Fi);5-10 years;More than 5 per day;3-5 hours;Frequently at anytime;500-2000;Most of them;5-10;To stay connected with people;To stay connected with people;Yes;No;No;Sometimes;Never;No;Not trying;30;Male;Married;Muslim;Masters or above;Private job;40,000-70,000 Tk;Urban Area;With family;101;1.85;Non-smoker
3/6/2021 20:05:03;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;3-5 hours;Evening;Less than 500;Many of them;5-10;For time pass;Updates of people;Yes;Yes;Yes;Not at all;Most of the times;Yes;Trying to reduce the use;18;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;Without family;66;1.50;Smoker
3/9/2021 3:03:18;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;Less than 500;Few of them;5-10;To stay connected with people;Updates of people;No;No;Yes;Always;Most of the times;Yes;Trying to reduce the use;27;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;10,000-40,000 Tk;Urban Area;With family;78;1.63;Non-smoker
3/7/2021 21:35:05;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;3-5 per day;3-5 hours;Afternoon;500-2000;Few of them;Less than 5;To make new friends;To stay connected with people;Yes;Yes;Yes;Not at all;Never;No;Not trying;19;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;78;1.63;Non-smoker
2/20/2021 21:53:36;Yes;Facebook;Mobile Phone;Mobile data;More than 10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Many of them;More than 20;For time pass;To stay connected with people;Yes;No;No;Sometimes;Never;No;Not trying;24;Male;Unmarried;Atheist;Masters or above;Unemployed including students;No income;Urban Area;Without family;71;1.55;Non-smoker
3/6/2021 19:56:02;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;More than 5 per day;More than 5 hours;Night to late night;Less than 500;Few of them;5-10;For time pass;Get pleasure from funny posts/ memes;Yes;Yes;Yes;Always;All the times;Yes;Trying to stop the use;24;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Rural Area;Without family;91;1.75;Smoker
2/17/2021 3:15:27;Yes;Facebook;Laptop;Broadband (Wi-Fi);5-10 years;More than 5 per day;More than 5 hours;Night to late night;500-2000;Many of them;5-10;To stay connected with people;Updates of current affairs/news;Yes;No;No;Sometimes;All the times;Yes;Not trying;29;Male;Married;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;86;1.70;Non-smoker
3/1/2021 9:32:34;Yes;Imo;Mobile Phone;Mobile data;2-5 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;All of them;5-10;For time pass;Updates of people;Yes;Yes;Yes;Always;All the times;No;Not trying;16;Female;Unmarried;Hindu;Secondary Level;Unemployed including students;No income;Rural Area;With family;46;1.24;Non-smoker
2/23/2021 16:16:33;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;1-2 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;To stay connected with people;Yes;No;No;Sometimes;Never;No;Trying to reduce the use;29;Male;Married;Muslim;Masters or above;Private job;40,000-70,000 Tk;Urban Area;With family;89;1.73;Non-smoker
2/20/2021 20:51:29;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;1-2 per day;Less than 1 hour;Frequently at anytime;Less than 500;Many of them;5-10;To stay connected with people;To stay connected with people;No;No;No;Sometimes;Never;Yes;Not trying;27;Female;Married;Muslim;Graduate Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Urban Area;With family;72;1.55;Non-smoker
2/19/2021 18:51:29;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;1-2 per day;1-3 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;Islamic content;Yes;No;No;Sometimes;Never;Yes;Trying to reduce the use;27;Male;Married;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;72;1.55;Non-smoker
3/7/2021 21:27:10;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;3-5 per day;3-5 hours;Frequently at anytime;500-2000;Many of them;Less than 5;To stay connected with people;To stay connected with people;Yes;No;No;Not at all;Never;No;Not trying;19;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;87;1.70;Smoker
2/14/2021 1:34:40;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;3-5 hours;Frequently at anytime;Less than 500;Few of them;5-10;To stay connected with people;To stay connected with people;Yes;No;No;Not at all;Never;No;Not trying;25;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;87;1.70;Non-smoker
2/20/2021 0:37:52;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;Less than 500;Most of them;5-10;To stay connected with people;To stay connected with people;Yes;No;No;Sometimes;Most of the times;Yes;Trying to reduce the use;30;Female;Married;Muslim;Masters or above;Private job;40,000-70,000 Tk;Urban Area;With family;63;1.45;Non-smoker
3/6/2021 22:40:31;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Few of them;Less than 5;To make new friends;Updates of current affairs/news;Yes;Yes;Yes;Not at all;Most of the times;Yes;Trying to stop the use;18;Female;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;Without family;77;1.60;Non-smoker
3/7/2021 23:20:35;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;Less than 1 hour;Frequently at anytime;500-2000;Few of them;Less than 5;To make new friends;To stay connected with people;Yes;Yes;Yes;Not at all;All the times;Yes;Trying to reduce the use;19;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;77;1.60;Smoker
3/1/2021 19:03:18;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;More than 5 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;Less than 5;To stay connected with people;Updates of people;No;No;Yes;Sometimes;Most of the times;Yes;Not trying;22;Female;Married;Muslim;Graduate Level;Unemployed including students;No income;Rural Area;With family;77;1.60;Non-smoker
2/22/2021 12:55:44;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Few of them;10-20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Never;Yes;Trying to reduce the use;27;Female;Unmarried;Hindu;Masters or above;Unemployed including students;No income;Urban Area;With family;70;1.52;Non-smoker
2/16/2021 22:11:42;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;All of them;More than 20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Most of the times;No;Not trying;27;Female;Married;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;75;1.57;Non-smoker
2/16/2021 20:41:40;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;More than 5 hours;Night to late night;500-2000;Many of them;5-10;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;29;Female;Married;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;75;1.57;Non-smoker
2/20/2021 0:01:22;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);5-10 years;3-5 per day;More than 5 hours;Frequently at anytime;Less than 500;Many of them;5-10;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Never;No;Trying to reduce the use;25;Female;Unmarried;Muslim;Graduate Level;Private job;10,000-40,000 Tk;Urban Area;With family;75;1.57;Smoker
2/28/2021 13:40:53;Yes;Instagram;Desktop;Broadband (Wi-Fi);Less than 2-year;More than 5 per day;More than 5 hours;Night to late night;More than 4000;All of them;More than 20;For time pass;Beautiful girls Lady;Yes;No;Yes;Not at all;All the times;No;Not trying;29;Male;Married;Humanity;Masters or above;Daily labor/driver/housemaid;Above 70,000 Tk;Urban Area;Without family;85;1.68;Non-smoker
2/20/2021 13:47:58;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;3-5 hours;Frequently at anytime;Less than 500;Few of them;Less than 5;To stay connected with people;To stay connected with people;Yes;No;No;Sometimes;Never;No;Trying to reduce the use;21;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;Without family;80;1.63;Non-smoker
